,osmid,y,x,street_cou,ref,highway,DAUID,DGUID,LANDAREA,PRUID,CHARACTERI,POPULATION,DENSITY,geometry
2278,60910080,43.6781725,-79.3979978,3,,,35202806,2021S051235202806,0.157,35,"Population, 2021",877.0,5585.98726115,POINT (-79.3979978 43.6781725)
2279,60910081,43.6789744,-79.3983282,3,,,35202806,2021S051235202806,0.157,35,"Population, 2021",877.0,5585.98726115,POINT (-79.3983282 43.6789744)
2280,60910082,43.6784484,-79.4008423,3,,,35202806,2021S051235202806,0.157,35,"Population, 2021",877.0,5585.98726115,POINT (-79.4008423 43.6784484)
2281,60910083,43.6793473,-79.401213,3,,stop,35202806,2021S051235202806,0.157,35,"Population, 2021",877.0,5585.98726115,POINT (-79.401213 43.6793473)
2282,60910084,43.6798629,-79.3986899,3,,,35202806,2021S051235202806,0.157,35,"Population, 2021",877.0,5585.98726115,POINT (-79.3986899 43.6798629)
2283,34710070,43.6766785,-79.4036924,3,,,35202807,2021S051235202807,0.1639,35,"Population, 2021",1118.0,6821.23245882,POINT (-79.4036924 43.6766785)
2284,52442588,43.6760964,-79.4062924,3,,,35202807,2021S051235202807,0.1639,35,"Population, 2021",1118.0,6821.23245882,POINT (-79.4062924 43.6760964)
2285,52444550,43.6756089,-79.4086024,3,,,35202807,2021S051235202807,0.1639,35,"Population, 2021",1118.0,6821.23245882,POINT (-79.4086024 43.6756089)
2286,60796358,43.6754922,-79.4097972,3,,,35202807,2021S051235202807,0.1639,35,"Population, 2021",1118.0,6821.23245882,POINT (-79.4097972 43.6754922)
2287,60910032,43.6780093,-79.4038423,4,,,35202807,2021S051235202807,0.1639,35,"Population, 2021",1118.0,6821.23245882,POINT (-79.4038423 43.6780093)
2288,60910034,43.6777334,-79.4050247,3,,,35202807,2021S051235202807,0.1639,35,"Population, 2021",1118.0,6821.23245882,POINT (-79.4050247 43.6777334)
2289,49402310,43.6743413,-79.4148242,3,,,35202808,2021S051235202808,0.0773,35,"Population, 2021",523.0,6765.84734799,POINT (-79.4148242 43.6743413)
2290,60796361,43.6745365,-79.4138537,3,,,35202808,2021S051235202808,0.0773,35,"Population, 2021",523.0,6765.84734799,POINT (-79.4138537 43.6745365)
2291,52444281,43.6771177,-79.409244,3,,,35202809,2021S051235202809,0.1978,35,"Population, 2021",294.0,1486.34984833,POINT (-79.409244 43.6771177)
2292,52445334,43.6795509,-79.4089962,3,,,35202809,2021S051235202809,0.1978,35,"Population, 2021",294.0,1486.34984833,POINT (-79.4089962 43.6795509)
2293,60910047,43.6799656,-79.4061642,3,,,35202809,2021S051235202809,0.1978,35,"Population, 2021",294.0,1486.34984833,POINT (-79.4061642 43.6799656)
2294,60910048,43.6800316,-79.4066944,1,,,35202809,2021S051235202809,0.1978,35,"Population, 2021",294.0,1486.34984833,POINT (-79.4066944 43.6800316)
2295,60910050,43.679413,-79.4055844,1,,,35202809,2021S051235202809,0.1978,35,"Population, 2021",294.0,1486.34984833,POINT (-79.4055844 43.679413)
2296,60910051,43.6805864,-79.4094227,3,,,35202809,2021S051235202809,0.1978,35,"Population, 2021",294.0,1486.34984833,POINT (-79.4094227 43.6805864)
2297,60910072,43.6778693,-79.4053342,3,,,35202809,2021S051235202809,0.1978,35,"Population, 2021",294.0,1486.34984833,POINT (-79.4053342 43.6778693)
2298,99707940,43.6777441,-79.406952,3,,,35202809,2021S051235202809,0.1978,35,"Population, 2021",294.0,1486.34984833,POINT (-79.406952 43.6777441)
2299,52445517,43.6792165,-79.41056,3,,,35202810,2021S051235202810,0.089,35,"Population, 2021",365.0,4101.12359551,POINT (-79.41056 43.6792165)
2300,60909961,43.6784145,-79.4120049,3,,,35202810,2021S051235202810,0.089,35,"Population, 2021",365.0,4101.12359551,POINT (-79.4120049 43.6784145)
2301,60909995,43.6783036,-79.4111512,1,,,35202810,2021S051235202810,0.089,35,"Population, 2021",365.0,4101.12359551,POINT (-79.4111512 43.6783036)
2302,34993902,43.6819737,-79.3915634,3,,traffic_signals,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3915634 43.6819737)
2303,49628948,43.6797435,-79.3967332,3,,,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3967332 43.6797435)
2304,49628960,43.6804509,-79.3989245,3,,,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3989245 43.6804509)
2305,60946108,43.6802898,-79.3937525,1,,,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3937525 43.6802898)
2306,60946113,43.6809462,-79.3937531,3,,stop,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3937531 43.6809462)
2307,60946115,43.6809716,-79.3971033,1,,,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3971033 43.6809716)
2308,60946119,43.6821277,-79.391637,3,,traffic_signals,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.391637 43.6821277)
2309,60946121,43.6804407,-79.3962569,1,,turning_circle,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3962569 43.6804407)
2310,60946143,43.6796647,-79.3974979,3,,,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3974979 43.6796647)
2311,60946144,43.6786474,-79.3970723,1,,turning_circle,35202811,2021S051235202811,0.1251,35,"Population, 2021",842.0,6730.61550759,POINT (-79.3970723 43.6786474)
2312,60946104,43.6798799,-79.3907147,4,,traffic_signals,35202812,2021S051235202812,0.0875,35,"Population, 2021",540.0,6171.42857143,POINT (-79.3907147 43.6798799)
2313,60946105,43.6791198,-79.3945244,2,,,35202812,2021S051235202812,0.0875,35,"Population, 2021",540.0,6171.42857143,POINT (-79.3945244 43.6791198)
2314,49628587,43.6766912,-79.3973841,3,,,35202813,2021S051235202813,0.065,35,"Population, 2021",369.0,5676.92307692,POINT (-79.3973841 43.6766912)
2315,49628721,43.6775853,-79.3977327,3,,,35202813,2021S051235202813,0.065,35,"Population, 2021",369.0,5676.92307692,POINT (-79.3977327 43.6775853)
2316,34710060,43.6763676,-79.3972497,3,,,35202814,2021S051235202814,0.103,35,"Population, 2021",374.0,3631.06796117,POINT (-79.3972497 43.6763676)
2317,49628701,43.6773686,-79.3941026,3,,stop,35202814,2021S051235202814,0.103,35,"Population, 2021",374.0,3631.06796117,POINT (-79.3941026 43.6773686)
2318,56922458,43.6769587,-79.3895261,3,,traffic_signals,35202814,2021S051235202814,0.103,35,"Population, 2021",374.0,3631.06796117,POINT (-79.3895261 43.6769587)
2319,59239264,43.6738952,-79.3915112,3,,,35202817,2021S051235202817,0.051,35,"Population, 2021",1789.0,35078.4313725,POINT (-79.3915112 43.6738952)
2320,59239268,43.6742369,-79.3900393,3,,stop,35202817,2021S051235202817,0.051,35,"Population, 2021",1789.0,35078.4313725,POINT (-79.3900393 43.6742369)
2321,59239272,43.6745699,-79.3901839,3,,,35202817,2021S051235202817,0.051,35,"Population, 2021",1789.0,35078.4313725,POINT (-79.3901839 43.6745699)
2322,59239287,43.6729226,-79.3894196,3,,,35202817,2021S051235202817,0.051,35,"Population, 2021",1789.0,35078.4313725,POINT (-79.3894196 43.6729226)
2323,60930948,43.6749778,-79.3903605,3,,,35202817,2021S051235202817,0.051,35,"Population, 2021",1789.0,35078.4313725,POINT (-79.3903605 43.6749778)
2324,59239216,43.6713671,-79.39017,4,,traffic_signals,35202818,2021S051235202818,0.1352,35,"Population, 2021",1770.0,13091.7159763,POINT (-79.39017 43.6713671)
2325,59239223,43.6715441,-79.3933621,3,,stop,35202818,2021S051235202818,0.1352,35,"Population, 2021",1770.0,13091.7159763,POINT (-79.3933621 43.6715441)
2326,59239229,43.6707559,-79.3930339,3,,,35202818,2021S051235202818,0.1352,35,"Population, 2021",1770.0,13091.7159763,POINT (-79.3930339 43.6707559)
2327,60930920,43.6711397,-79.3912567,3,,,35202818,2021S051235202818,0.1352,35,"Population, 2021",1770.0,13091.7159763,POINT (-79.3912567 43.6711397)
2328,59239220,43.6719316,-79.3874456,3,,traffic_signals,35202819,2021S051235202819,0.0868,35,"Population, 2021",1080.0,12442.3963134,POINT (-79.3874456 43.6719316)
2329,59239279,43.6748681,-79.3886301,3,,,35202819,2021S051235202819,0.0868,35,"Population, 2021",1080.0,12442.3963134,POINT (-79.3886301 43.6748681)
2330,34404557,43.6700112,-79.3880155,3,,,35202820,2021S051235202820,0.1204,35,"Population, 2021",2596.0,21561.461794,POINT (-79.3880155 43.6700112)
2331,59239207,43.6695958,-79.3944781,3,,,35202820,2021S051235202820,0.1204,35,"Population, 2021",2596.0,21561.461794,POINT (-79.3944781 43.6695958)
2332,59239210,43.6703299,-79.3909176,4,,,35202820,2021S051235202820,0.1204,35,"Population, 2021",2596.0,21561.461794,POINT (-79.3909176 43.6703299)
2333,59239239,43.6694807,-79.3905724,3,,,35202820,2021S051235202820,0.1204,35,"Population, 2021",2596.0,21561.461794,POINT (-79.3905724 43.6694807)
2334,59239257,43.6705653,-79.3898328,4,,traffic_signals,35202820,2021S051235202820,0.1204,35,"Population, 2021",2596.0,21561.461794,POINT (-79.3898328 43.6705653)
2335,59239242,43.6711345,-79.3871298,3,,,35202821,2021S051235202821,0.0264,35,"Population, 2021",792.0,30000.0,POINT (-79.3871298 43.6711345)
2336,34682139,43.6573006,-79.3734552,4,,,35202850,2021S051235202850,0.0348,35,"Population, 2021",2031.0,58362.0689655,POINT (-79.3734552 43.6573006)
2337,34993314,43.6794476,-79.382298,3,,stop,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.382298 43.6794476)
2338,34993315,43.6785384,-79.3866428,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3866428 43.6785384)
2339,34993316,43.6784515,-79.3870699,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3870699 43.6784515)
2340,34993317,43.6780823,-79.3888214,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3888214 43.6780823)
2341,34993318,43.6787428,-79.3857089,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3857089 43.6787428)
2342,34993319,43.6788014,-79.3854197,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3854197 43.6788014)
2343,34993320,43.6790469,-79.3842649,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3842649 43.6790469)
2344,34993321,43.6790975,-79.384024,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.384024 43.6790975)
2345,34993322,43.67927,-79.3832124,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3832124 43.67927)
2346,34993323,43.6793271,-79.382938,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.382938 43.6793271)
2347,34993324,43.6787908,-79.3869698,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3869698 43.6787908)
2348,34993327,43.6789142,-79.3856241,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3856241 43.6789142)
2349,34993330,43.6792091,-79.3842083,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3842083 43.6792091)
2350,34993333,43.6794268,-79.3831199,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3831199 43.6794268)
2351,34993336,43.679152,-79.3871106,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3871106 43.679152)
2352,34993337,43.6792848,-79.3870599,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3870599 43.6792848)
2353,34993338,43.6792612,-79.3872564,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3872564 43.6792612)
2354,34993342,43.6795174,-79.386018,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.386018 43.6795174)
2355,34993343,43.6795713,-79.385783,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.385783 43.6795713)
2356,34993344,43.6794075,-79.3858559,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3858559 43.6794075)
2357,34993345,43.6797848,-79.3846796,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3846796 43.6797848)
2358,34993346,43.6798763,-79.3843184,3,,crossing,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3843184 43.6798763)
2359,34993347,43.6796377,-79.3844012,3,,crossing,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3844012 43.6796377)
2360,34993348,43.6799519,-79.3841961,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3841961 43.6799519)
2361,34993350,43.6794093,-79.3867686,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3867686 43.6794093)
2362,34993371,43.6808442,-79.3844958,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3844958 43.6808442)
2363,34993382,43.6801284,-79.3868977,4,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3868977 43.6801284)
2364,34993398,43.6827544,-79.3857709,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3857709 43.6827544)
2365,34993401,43.6831379,-79.3859244,1,,turning_circle,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3859244 43.6831379)
2366,34993709,43.6791283,-79.3904134,4,,traffic_signals,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3904134 43.6791283)
2367,34993710,43.6778425,-79.3898882,3,,,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.3898882 43.6778425)
2368,60946100,43.6782031,-79.390032,3,,traffic_signals,35202879,2021S051235202879,0.3511,35,"Population, 2021",1239.0,3528.90914269,POINT (-79.390032 43.6782031)
2369,32997044,43.6856909,-79.4116088,3,,,35202880,2021S051235202880,0.1075,35,"Population, 2021",918.0,8539.53488372,POINT (-79.4116088 43.6856909)
2370,36154735,43.6846982,-79.4111813,4,,traffic_signals,35202880,2021S051235202880,0.1075,35,"Population, 2021",918.0,8539.53488372,POINT (-79.4111813 43.6846982)
2371,60891380,43.6854223,-79.4078863,4,,traffic_signals,35202880,2021S051235202880,0.1075,35,"Population, 2021",918.0,8539.53488372,POINT (-79.4078863 43.6854223)
2372,52447782,43.6881193,-79.4105842,3,,,35202881,2021S051235202881,0.125,35,"Population, 2021",443.0,3544.0,POINT (-79.4105842 43.6881193)
2373,82799170,43.6867749,-79.4120236,4,,traffic_signals,35202881,2021S051235202881,0.125,35,"Population, 2021",443.0,3544.0,POINT (-79.4120236 43.6867749)
2374,98498817,43.6874279,-79.408685,4,,stop,35202881,2021S051235202881,0.125,35,"Population, 2021",443.0,3544.0,POINT (-79.408685 43.6874279)
2375,98498820,43.687749,-79.4071281,4,,stop,35202881,2021S051235202881,0.125,35,"Population, 2021",443.0,3544.0,POINT (-79.4071281 43.687749)
2376,98498849,43.6897638,-79.4079139,4,,stop,35202881,2021S051235202881,0.125,35,"Population, 2021",443.0,3544.0,POINT (-79.4079139 43.6897638)
2377,98498851,43.6893854,-79.4094438,4,,stop,35202881,2021S051235202881,0.125,35,"Population, 2021",443.0,3544.0,POINT (-79.4094438 43.6893854)
2378,128926078,43.6882612,-79.4099331,1,,,35202881,2021S051235202881,0.125,35,"Population, 2021",443.0,3544.0,POINT (-79.4099331 43.6882612)
2379,32997041,43.6902241,-79.4133218,3,,,35202882,2021S051235202882,0.1309,35,"Population, 2021",563.0,4300.99312452,POINT (-79.4133218 43.6902241)
2380,98499275,43.6932127,-79.4125783,4,,stop,35202882,2021S051235202882,0.1309,35,"Population, 2021",563.0,4300.99312452,POINT (-79.4125783 43.6932127)
2381,98499285,43.6906037,-79.4115129,3,,,35202882,2021S051235202882,0.1309,35,"Population, 2021",563.0,4300.99312452,POINT (-79.4115129 43.6906037)
2382,128654262,43.6920366,-79.4140882,3,,,35202882,2021S051235202882,0.1309,35,"Population, 2021",563.0,4300.99312452,POINT (-79.4140882 43.6920366)
2383,32997039,43.6943309,-79.4150474,3,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4150474 43.6943309)
2384,32997040,43.6928809,-79.4144458,4,,traffic_signals,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4144458 43.6928809)
2385,128654013,43.6907092,-79.4168206,3,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4168206 43.6907092)
2386,128654026,43.6929899,-79.4170366,4,,stop,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4170366 43.6929899)
2387,128654027,43.6947144,-79.4177494,4,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4177494 43.6947144)
2388,128921588,43.6949413,-79.4165587,3,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4165587 43.6949413)
2389,128921765,43.6944342,-79.4150955,3,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4150955 43.6944342)
2390,128924706,43.6909638,-79.4146215,3,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4146215 43.6909638)
2391,128925012,43.6908079,-79.4161601,3,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4161601 43.6908079)
2392,128925015,43.6909689,-79.4136447,3,,,35202884,2021S051235202884,0.1329,35,"Population, 2021",487.0,3664.40933032,POINT (-79.4136447 43.6909689)
2393,128654019,43.6919376,-79.4168553,3,,,35202886,2021S051235202886,0.1248,35,"Population, 2021",426.0,3413.46153846,POINT (-79.4168553 43.6919376)
2394,128654028,43.6954368,-79.4180517,3,,,35202886,2021S051235202886,0.1248,35,"Population, 2021",426.0,3413.46153846,POINT (-79.4180517 43.6954368)
2395,128654881,43.6927586,-79.4181977,4,,stop,35202886,2021S051235202886,0.1248,35,"Population, 2021",426.0,3413.46153846,POINT (-79.4181977 43.6927586)
2396,128922388,43.6944708,-79.4189375,4,,stop,35202886,2021S051235202886,0.1248,35,"Population, 2021",426.0,3413.46153846,POINT (-79.4189375 43.6944708)
2397,128924709,43.6906742,-79.4180146,4,,,35202886,2021S051235202886,0.1248,35,"Population, 2021",426.0,3413.46153846,POINT (-79.4180146 43.6906742)
2398,128922559,43.6956836,-79.4207451,3,,,35202887,2021S051235202887,0.0799,35,"Population, 2021",483.0,6045.0563204,POINT (-79.4207451 43.6956836)
2399,128653063,43.6991998,-79.4222908,3,,stop,35202888,2021S051235202888,0.1021,35,"Population, 2021",478.0,4681.68462292,POINT (-79.4222908 43.6991998)
2400,128922389,43.6959387,-79.4195761,4,,,35202888,2021S051235202888,0.1021,35,"Population, 2021",478.0,4681.68462292,POINT (-79.4195761 43.6959387)
2401,128923141,43.6975928,-79.4216382,3,,,35202888,2021S051235202888,0.1021,35,"Population, 2021",478.0,4681.68462292,POINT (-79.4216382 43.6975928)
2402,98499380,43.6992967,-79.4184512,3,,,35202893,2021S051235202893,0.0695,35,"Population, 2021",620.0,8920.86330935,POINT (-79.4184512 43.6992967)
2403,98499383,43.7008847,-79.4191107,4,,,35202893,2021S051235202893,0.0695,35,"Population, 2021",620.0,8920.86330935,POINT (-79.4191107 43.7008847)
2404,98499420,43.702178,-79.4198338,3,,,35202893,2021S051235202893,0.0695,35,"Population, 2021",620.0,8920.86330935,POINT (-79.4198338 43.702178)
2405,98499428,43.6998162,-79.4199434,4,,,35202893,2021S051235202893,0.0695,35,"Population, 2021",620.0,8920.86330935,POINT (-79.4199434 43.6998162)
2406,98499438,43.700642,-79.4203016,3,,,35202893,2021S051235202893,0.0695,35,"Population, 2021",620.0,8920.86330935,POINT (-79.4203016 43.700642)
2407,98499443,43.7019722,-79.4208637,3,,traffic_signals,35202893,2021S051235202893,0.0695,35,"Population, 2021",620.0,8920.86330935,POINT (-79.4208637 43.7019722)
2408,98466180,43.7025142,-79.4169353,3,,,35202895,2021S051235202895,0.1393,35,"Population, 2021",515.0,3697.05671213,POINT (-79.4169353 43.7025142)
2409,98475267,43.7011243,-79.4178949,3,,,35202895,2021S051235202895,0.1393,35,"Population, 2021",515.0,3697.05671213,POINT (-79.4178949 43.7011243)
2410,98498698,43.6994643,-79.4138264,3,,,35202895,2021S051235202895,0.1393,35,"Population, 2021",515.0,3697.05671213,POINT (-79.4138264 43.6994643)
2411,98498960,43.6993297,-79.4137721,3,,,35202895,2021S051235202895,0.1393,35,"Population, 2021",515.0,3697.05671213,POINT (-79.4137721 43.6993297)
2412,128653430,43.6994286,-79.421196,3,,,35202896,2021S051235202896,0.1305,35,"Population, 2021",432.0,3310.34482759,POINT (-79.421196 43.6994286)
2413,128653431,43.699704,-79.419813,4,,,35202896,2021S051235202896,0.1305,35,"Population, 2021",432.0,3310.34482759,POINT (-79.419813 43.699704)
2414,128654030,43.6961809,-79.4183768,4,,,35202896,2021S051235202896,0.1305,35,"Population, 2021",432.0,3310.34482759,POINT (-79.4183768 43.6961809)
2415,128654031,43.6976805,-79.4190101,3,,,35202896,2021S051235202896,0.1305,35,"Population, 2021",432.0,3310.34482759,POINT (-79.4190101 43.6976805)
2416,128654033,43.6984264,-79.4192572,3,,,35202896,2021S051235202896,0.1305,35,"Population, 2021",432.0,3310.34482759,POINT (-79.4192572 43.6984264)
2417,128922391,43.6978532,-79.4204085,4,,,35202896,2021S051235202896,0.1305,35,"Population, 2021",432.0,3310.34482759,POINT (-79.4204085 43.6978532)
2418,128923246,43.6981066,-79.4192184,3,,stop,35202896,2021S051235202896,0.1305,35,"Population, 2021",432.0,3310.34482759,POINT (-79.4192184 43.6981066)
2419,128923501,43.6979424,-79.4178066,3,,,35202896,2021S051235202896,0.1305,35,"Population, 2021",432.0,3310.34482759,POINT (-79.4178066 43.6979424)
2420,98498968,43.6978595,-79.4144411,3,,,35202897,2021S051235202897,0.1817,35,"Population, 2021",462.0,2542.65272427,POINT (-79.4144411 43.6978595)
2421,98498997,43.6968939,-79.4132261,3,,,35202897,2021S051235202897,0.1817,35,"Population, 2021",462.0,2542.65272427,POINT (-79.4132261 43.6968939)
2422,98499292,43.6965053,-79.413949,3,,stop,35202897,2021S051235202897,0.1817,35,"Population, 2021",462.0,2542.65272427,POINT (-79.413949 43.6965053)
2423,128655263,43.6952072,-79.4154151,3,,,35202897,2021S051235202897,0.1817,35,"Population, 2021",462.0,2542.65272427,POINT (-79.4154151 43.6952072)
2424,128923657,43.6982059,-79.4166358,3,,,35202897,2021S051235202897,0.1817,35,"Population, 2021",462.0,2542.65272427,POINT (-79.4166358 43.6982059)
2425,128923848,43.6967038,-79.4160313,3,,,35202897,2021S051235202897,0.1817,35,"Population, 2021",462.0,2542.65272427,POINT (-79.4160313 43.6967038)
2426,98498789,43.6977728,-79.4130953,3,,,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4130953 43.6977728)
2427,98498791,43.6963869,-79.4125423,4,,stop,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4125423 43.6963869)
2428,98498863,43.6938148,-79.4096253,3,,stop,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4096253 43.6938148)
2429,98498892,43.6943094,-79.4081881,5,,stop,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4081881 43.6943094)
2430,98498902,43.6962505,-79.4089038,4,,stop,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4089038 43.6962505)
2431,98499000,43.6956034,-79.4110336,3,,,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4110336 43.6956034)
2432,98499303,43.6964472,-79.4102828,3,,,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4102828 43.6964472)
2433,98499343,43.696144,-79.4096388,3,,,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4096388 43.696144)
2434,98499375,43.6950151,-79.4119158,3,,,35202898,2021S051235202898,0.1762,35,"Population, 2021",382.0,2167.99091941,POINT (-79.4119158 43.6950151)
2435,98466129,43.7003512,-79.4106915,3,,stop,35202899,2021S051235202899,0.1565,35,"Population, 2021",505.0,3226.8370607,POINT (-79.4106915 43.7003512)
2436,98466132,43.7008802,-79.4121319,3,,stop,35202899,2021S051235202899,0.1565,35,"Population, 2021",505.0,3226.8370607,POINT (-79.4121319 43.7008802)
2437,98475013,43.7021052,-79.4113469,4,,stop,35202899,2021S051235202899,0.1565,35,"Population, 2021",505.0,3226.8370607,POINT (-79.4113469 43.7021052)
2438,98475193,43.7018474,-79.4124979,3,,,35202899,2021S051235202899,0.1565,35,"Population, 2021",505.0,3226.8370607,POINT (-79.4124979 43.7018474)
2439,98466122,43.6993436,-79.4077539,3,,,35202900,2021S051235202900,0.0948,35,"Population, 2021",697.0,7352.32067511,POINT (-79.4077539 43.6993436)
2440,98466126,43.6999034,-79.4093629,3,,,35202900,2021S051235202900,0.0948,35,"Population, 2021",697.0,7352.32067511,POINT (-79.4093629 43.6999034)
2441,98474993,43.7015849,-79.408549,4,,stop,35202900,2021S051235202900,0.0948,35,"Population, 2021",697.0,7352.32067511,POINT (-79.408549 43.7015849)
2442,49621468,43.7030193,-79.4159425,3,,,35202901,2021S051235202901,0.0952,35,"Population, 2021",498.0,5231.09243697,POINT (-79.4159425 43.7030193)
2443,83765835,43.7027686,-79.4170744,4,,,35202901,2021S051235202901,0.0952,35,"Population, 2021",498.0,5231.09243697,POINT (-79.4170744 43.7027686)
2444,98466136,43.7013513,-79.4135475,3,,stop,35202901,2021S051235202901,0.0952,35,"Population, 2021",498.0,5231.09243697,POINT (-79.4135475 43.7013513)
2445,98475073,43.7036044,-79.4131713,3,,,35202901,2021S051235202901,0.0952,35,"Population, 2021",498.0,5231.09243697,POINT (-79.4131713 43.7036044)
2446,98475080,43.701833,-79.4149651,3,,,35202901,2021S051235202901,0.0952,35,"Population, 2021",498.0,5231.09243697,POINT (-79.4149651 43.701833)
2447,98475000,43.7013375,-79.409824,3,,stop,35202902,2021S051235202902,0.065,35,"Population, 2021",489.0,7523.07692308,POINT (-79.409824 43.7013375)
2448,98475004,43.7023349,-79.410227,3,,,35202902,2021S051235202902,0.065,35,"Population, 2021",489.0,7523.07692308,POINT (-79.410227 43.7023349)
2449,98464968,43.7032215,-79.4054727,3,,,35202903,2021S051235202903,0.0647,35,"Population, 2021",693.0,10710.9737249,POINT (-79.4054727 43.7032215)
